crop,soil_type,temperature,humidity,rainfall,risk_index,fertilizer
Strawberry,Sandy,21.5,67.95833333333333,0.0,0.0,High Potassium
Peach,Loam,19.916666666666668,78.20833333333333,0.0,0.0,Balanced NPK
Strawberry,Sandy,25.291666666666668,67.04166666666667,2.9,0.0,High Potassium
Strawberry,Sandy,24.5,67.29166666666667,0.0,0.0,High Potassium
Strawberry,Sandy,29.166666666666668,50.125,0.0,0.0,High Potassium
Corn (Maize),Sandy,22.45833333333333,69.95833333333333,0.0,0.0,Balanced NPK
Potato,Sandy,23.666666666666668,70.83333333333333,0.0,0.0,High Potassium
Bell Pepper,Sandy,23.291666666666668,72.70833333333333,0.7,0.0,Balanced NPK
Strawberry,Sandy,22.875,51.875,0.0,0.0,High Potassium
Cherry,Sandy,25.916666666666668,64.0,0.3,0.0,High Potassium
Potato,Sandy,26.70833333333333,66.45833333333333,4.7,0.0,Balanced NPK
Potato,Loam,21.20833333333333,90.83333333333331,0.2,0.0,Balanced NPK
Bell Pepper,Loam,21.45833333333333,87.08333333333333,1.4,0.0,High Potassium
Corn (Maize),Loam,21.916666666666668,90.16666666666669,0.0,0.0,Balanced NPK
Apple,Loam,22.83333333333333,77.41666666666667,2.4,1.0,Balanced NPK
Cherry,Sandy,20.041666666666668,71.875,0.0,0.0,High Potassium
Cherry,Sandy,28.20833333333333,58.29166666666666,0.1,0.0,High Potassium
Strawberry,Sandy,28.291666666666668,27.875,0.0,0.0,High Potassium
Strawberry,Sandy,24.666666666666668,66.83333333333333,2.4000000000000004,0.0,High Potassium
Corn (Maize),Loam,21.08333333333333,86.0,1.8,0.0,Balanced NPK
Peach,Sandy,23.58333333333333,66.95833333333333,0.4,0.0,Balanced NPK
Potato,Loam,22.58333333333333,83.25,2.1,1.0,Balanced NPK
Tomato,Sandy,27.041666666666668,46.458333333333336,0.0,1.0,Organic Compost
Peach,Sandy,23.625,69.625,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,18.33333333333333,71.83333333333333,0.0,0.0,Balanced NPK
Potato,Sandy,23.08333333333333,75.66666666666667,0.0,0.0,High Potassium
Bell Pepper,Sandy,21.0,49.29166666666666,0.0,0.0,Balanced NPK
Tomato,Sandy,28.666666666666668,44.54166666666666,0.4,0.0,High Potassium
Cherry,Sandy,28.08333333333333,54.16666666666666,0.3,0.0,High Potassium
Cherry,Loam,21.875,80.33333333333333,0.1,0.0,Balanced NPK
Tomato,Loam,23.791666666666668,71.41666666666667,5.3,1.0,Balanced NPK
Potato,Loam,23.33333333333333,81.625,1.5,0.0,Balanced NPK
Grape,Clay,24.541666666666668,81.79166666666667,22.0,1.0,Balanced NPK
Grape,Sandy,20.58333333333333,56.29166666666666,0.0,0.0,High Potassium
Corn (Maize),Loam,21.375,80.875,0.7000000000000001,0.0,Balanced NPK
Tomato,Loam,22.166666666666668,82.0,0.1,0.0,High Potassium
Apple,Sandy,24.875,66.625,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,24.20833333333333,45.458333333333336,0.0,0.0,Balanced NPK
Cherry,Loam,22.166666666666668,79.625,0.8,0.0,Balanced NPK
Tomato,Loam,25.0,72.95833333333333,8.4,1.0,Balanced NPK
Corn (Maize),Sandy,23.125,68.625,0.0,0.0,Balanced NPK
Potato,Loam,23.33333333333333,76.5,4.0,1.0,Balanced NPK
Peach,Sandy,29.58333333333333,51.583333333333336,0.0,0.0,Balanced NPK
Peach,Sandy,21.0,61.66666666666666,0.0,0.0,Balanced NPK
Potato,Sandy,26.25,45.79166666666666,0.0,0.0,High Potassium
Peach,Loam,23.5,78.66666666666667,3.5,1.0,Balanced NPK
Bell Pepper,Loam,21.125,76.83333333333333,0.5,1.0,Balanced NPK
Tomato,Sandy,23.5,72.08333333333333,0.0,0.0,High Potassium
Potato,Sandy,24.666666666666668,45.333333333333336,0.0,1.0,Organic Compost
Strawberry,Sandy,23.45833333333333,68.04166666666667,0.0,0.0,High Potassium
Cherry,Loam,23.75,78.66666666666667,10.8,1.0,Balanced NPK
Peach,Sandy,23.041666666666668,73.45833333333333,0.1,0.0,Balanced NPK
Tomato,Loam,22.375,82.45833333333333,0.0,0.0,High Potassium
Strawberry,Loam,22.666666666666668,78.75,6.6,1.0,Balanced NPK
Apple,Sandy,19.541666666666668,61.79166666666666,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,27.20833333333333,62.125,3.6,0.0,Balanced NPK
Grape,Loam,21.875,87.33333333333333,1.2000000000000002,0.0,Balanced NPK
Corn (Maize),Loam,20.83333333333333,81.25,0.7000000000000001,0.0,Balanced NPK
Apple,Loam,21.791666666666668,81.70833333333333,3.5,1.0,Balanced NPK
Strawberry,Sandy,23.666666666666668,71.58333333333333,0.0,0.0,High Potassium
Strawberry,Sandy,25.70833333333333,68.95833333333333,3.5,0.0,Balanced NPK
Tomato,Loam,20.25,82.83333333333333,0.0,0.0,High Potassium
Grape,Sandy,23.5,73.54166666666667,0.7,0.0,High Potassium
Apple,Sandy,19.83333333333333,74.08333333333333,0.0,0.0,Balanced NPK
Strawberry,Loam,23.70833333333333,79.83333333333333,13.0,1.0,Balanced NPK
Tomato,Sandy,24.291666666666668,69.625,0.1,0.0,High Potassium
Apple,Sandy,25.541666666666668,66.16666666666667,0.4,1.0,Organic Compost
Apple,Loam,23.5,78.66666666666667,3.5,1.0,Balanced NPK
Bell Pepper,Sandy,27.0,62.833333333333336,0.8,0.0,Balanced NPK
Peach,Sandy,20.875,66.375,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,27.916666666666668,60.16666666666666,0.0,0.0,Balanced NPK
Grape,Sandy,30.75,48.708333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,29.33333333333333,45.5,0.0,0.0,Balanced NPK
Apple,Sandy,23.625,72.79166666666667,0.1,0.0,Balanced NPK
Potato,Sandy,22.25,75.29166666666667,0.0,0.0,High Potassium
Apple,Sandy,28.541666666666668,53.625,0.0,0.0,Balanced NPK
Grape,Loam,22.83333333333333,81.66666666666667,7.8,1.0,Balanced NPK
Grape,Sandy,25.041666666666668,65.16666666666667,0.7,0.0,High Potassium
Strawberry,Loam,18.83333333333333,89.375,1.1,0.0,Balanced NPK
Cherry,Sandy,23.375,61.41666666666666,0.0,0.0,High Potassium
Cherry,Sandy,27.0,36.04166666666666,0.0,0.0,High Potassium
Corn (Maize),Sandy,26.25,27.58333333333333,0.0,0.0,Balanced NPK
Tomato,Sandy,25.375,49.958333333333336,0.0,0.0,High Potassium
Tomato,Loam,23.291666666666668,71.33333333333333,9.4,1.0,Balanced NPK
Tomato,Loam,22.95833333333333,80.0,1.5,0.0,High Potassium
Bell Pepper,Sandy,24.0,40.708333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,24.416666666666668,67.91666666666667,0.0,0.0,Balanced NPK
Tomato,Sandy,27.125,51.583333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,28.33333333333333,44.208333333333336,0.3,0.0,Balanced NPK
Cherry,Sandy,28.5,51.875,0.5,0.0,High Potassium
Apple,Sandy,25.916666666666668,58.54166666666666,0.3,0.0,Balanced NPK
Potato,Sandy,28.625,50.458333333333336,0.0,0.0,High Potassium
Strawberry,Sandy,25.291666666666668,51.708333333333336,0.0,0.0,High Potassium
Apple,Sandy,19.58333333333333,64.45833333333333,0.0,0.0,Balanced NPK
Strawberry,Loam,24.875,71.66666666666667,11.5,1.0,Balanced NPK
Tomato,Sandy,27.541666666666668,48.208333333333336,0.0,0.0,High Potassium
Cherry,Loam,23.25,75.83333333333333,3.2,1.0,Balanced NPK
Cherry,Sandy,28.625,48.29166666666666,0.3,0.0,High Potassium
Potato,Sandy,22.83333333333333,78.375,0.3,0.0,High Potassium
Potato,Sandy,20.791666666666668,73.41666666666667,0.0,0.0,High Potassium
Tomato,Sandy,27.33333333333333,57.5,1.8,0.0,High Potassium
Peach,Loam,23.041666666666668,89.125,4.8,1.0,Balanced NPK
Cherry,Sandy,20.20833333333333,69.83333333333333,0.3,0.0,High Potassium
Tomato,Sandy,24.916666666666668,66.95833333333333,0.0,0.0,High Potassium
Tomato,Loam,18.58333333333333,95.75,15.7,1.0,Balanced NPK
Potato,Sandy,28.875,52.25,1.1,0.0,High Potassium
Apple,Sandy,28.58333333333333,32.916666666666664,0.0,0.0,Balanced NPK
Potato,Loam,23.041666666666668,78.16666666666667,1.9,0.0,Balanced NPK
Tomato,Sandy,22.33333333333333,56.91666666666666,0.0,0.0,High Potassium
Cherry,Sandy,26.83333333333333,44.66666666666666,0.0,0.0,High Potassium
Cherry,Clay,24.416666666666668,75.58333333333333,28.9,1.0,Balanced NPK
Bell Pepper,Loam,22.875,80.95833333333333,1.6,0.0,High Potassium
Potato,Sandy,29.0,39.083333333333336,0.0,0.0,High Potassium
Bell Pepper,Sandy,28.666666666666668,54.125,0.2,0.0,Balanced NPK
Strawberry,Loam,28.041666666666668,62.333333333333336,12.6,0.0,Balanced NPK
Corn (Maize),Sandy,25.875,46.958333333333336,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,28.20833333333333,40.25,0.0,0.0,Balanced NPK
Apple,Sandy,25.375,49.958333333333336,0.0,0.0,Balanced NPK
Grape,Sandy,30.83333333333333,37.583333333333336,0.0,0.0,High Potassium
Tomato,Sandy,30.916666666666668,39.91666666666666,0.2,0.0,High Potassium
Cherry,Loam,24.58333333333333,76.0,7.2,1.0,Balanced NPK
Corn (Maize),Sandy,24.83333333333333,66.75,0.0,0.0,Balanced NPK
Potato,Sandy,19.45833333333333,63.41666666666666,0.0,0.0,High Potassium
Peach,Loam,24.58333333333333,73.41666666666667,11.3,1.0,Balanced NPK
Corn (Maize),Sandy,26.33333333333333,35.958333333333336,0.0,0.0,Balanced NPK
Peach,Loam,27.041666666666668,64.04166666666667,5.6,0.0,Balanced NPK
Corn (Maize),Loam,22.08333333333333,76.58333333333333,2.2,1.0,Balanced NPK
Grape,Sandy,30.125,37.41666666666666,0.0,0.0,High Potassium
Potato,Sandy,21.45833333333333,62.25,0.0,0.0,High Potassium
Grape,Loam,28.416666666666668,58.958333333333336,5.7,0.0,Balanced NPK
Bell Pepper,Loam,21.166666666666668,87.08333333333333,1.3,0.0,High Potassium
Corn (Maize),Sandy,28.791666666666668,32.958333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,25.916666666666668,58.54166666666666,0.3,0.0,Balanced NPK
Corn (Maize),Sandy,24.916666666666668,59.0,0.0,0.0,Balanced NPK
Cherry,Sandy,29.25,49.625,0.7,1.0,Organic Compost
Tomato,Sandy,20.166666666666668,54.125,0.0,0.0,High Potassium
Peach,Loam,22.70833333333333,78.16666666666667,1.0,0.0,Balanced NPK
Cherry,Sandy,29.75,45.625,0.1,0.0,High Potassium
Potato,Sandy,23.041666666666668,71.58333333333333,0.0,0.0,High Potassium
Peach,Loam,21.20833333333333,83.79166666666667,0.2,0.0,Balanced NPK
Grape,Sandy,21.541666666666668,70.79166666666667,0.9,0.0,High Potassium
Strawberry,Loam,25.83333333333333,65.20833333333333,6.8,0.0,Balanced NPK
Bell Pepper,Sandy,24.08333333333333,69.70833333333333,1.2,0.0,Balanced NPK
Tomato,Sandy,28.75,46.375,0.6000000000000001,0.0,High Potassium
Apple,Loam,22.041666666666668,90.54166666666669,0.4,0.0,Balanced NPK
Grape,Loam,21.83333333333333,82.70833333333333,0.2,0.0,Balanced NPK
Bell Pepper,Loam,23.416666666666668,81.08333333333333,7.2,1.0,Balanced NPK
Potato,Sandy,18.791666666666668,55.375,0.0,0.0,High Potassium
Bell Pepper,Sandy,23.58333333333333,71.70833333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,26.291666666666668,58.458333333333336,0.7000000000000001,0.0,Balanced NPK
Grape,Sandy,30.916666666666668,38.125,0.0,0.0,High Potassium
Cherry,Loam,22.70833333333333,83.91666666666667,0.1,0.0,Balanced NPK
Potato,Sandy,29.541666666666668,30.541666666666668,0.0,0.0,High Potassium
Apple,Sandy,27.625,48.79166666666666,1.1,0.0,Balanced NPK
Grape,Clay,23.75,79.5,26.5,1.0,Balanced NPK
Apple,Sandy,28.83333333333333,34.625,0.0,0.0,Balanced NPK
Cherry,Sandy,24.70833333333333,69.79166666666667,0.4,0.0,High Potassium
Tomato,Sandy,29.791666666666668,44.75,0.0,0.0,High Potassium
Bell Pepper,Loam,19.916666666666668,78.20833333333333,0.0,0.0,High Potassium
Cherry,Loam,24.375,73.125,3.7,1.0,Balanced NPK
Strawberry,Sandy,17.75,64.20833333333333,0.0,0.0,High Potassium
Apple,Loam,24.33333333333333,74.0,13.3,1.0,Balanced NPK
Apple,Sandy,24.125,67.95833333333333,0.0,0.0,Balanced NPK
Peach,Sandy,23.875,63.333333333333336,0.0,0.0,Balanced NPK
Strawberry,Sandy,27.041666666666668,63.91666666666666,0.0,0.0,High Potassium
Potato,Sandy,29.58333333333333,45.708333333333336,1.1,1.0,Organic Compost
Potato,Loam,17.208333333333332,94.29166666666669,9.6,1.0,Balanced NPK
Cherry,Sandy,25.25,73.79166666666667,0.0,0.0,High Potassium
Apple,Sandy,27.791666666666668,32.916666666666664,0.0,0.0,Balanced NPK
Cherry,Sandy,28.95833333333333,53.91666666666666,1.0,0.0,High Potassium
Grape,Sandy,19.166666666666668,56.875,0.0,0.0,High Potassium
Tomato,Loam,22.666666666666668,87.125,5.0,1.0,Balanced NPK
Strawberry,Sandy,25.625,20.25,0.0,0.0,High Potassium
Strawberry,Loam,22.25,79.54166666666667,2.0,0.0,Balanced NPK
Apple,Sandy,26.125,66.04166666666667,1.5,0.0,Balanced NPK
Peach,Sandy,20.70833333333333,65.29166666666667,0.0,0.0,Balanced NPK
Tomato,Loam,20.875,96.75,2.6,1.0,Balanced NPK
Bell Pepper,Sandy,29.166666666666668,36.333333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,23.375,70.95833333333333,0.0,0.0,Balanced NPK
Potato,Loam,24.375,85.54166666666667,13.2,1.0,Balanced NPK
Cherry,Sandy,26.041666666666668,64.25,0.0,0.0,High Potassium
Bell Pepper,Sandy,26.666666666666668,26.25,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,22.0,54.875,0.0,1.0,Organic Compost
Apple,Loam,20.08333333333333,93.54166666666669,5.4,1.0,Balanced NPK
Strawberry,Sandy,26.375,45.875,0.0,0.0,High Potassium
Strawberry,Sandy,21.45833333333333,71.375,0.4,0.0,High Potassium
Apple,Sandy,21.375,74.375,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,24.70833333333333,68.08333333333333,2.5,0.0,Balanced NPK
Strawberry,Sandy,27.875,40.125,0.0,0.0,High Potassium
Strawberry,Sandy,28.916666666666668,38.79166666666666,0.0,0.0,High Potassium
Potato,Sandy,20.58333333333333,61.29166666666666,0.0,0.0,High Potassium
Peach,Loam,22.83333333333333,77.41666666666667,2.4,1.0,Balanced NPK
Grape,Sandy,23.83333333333333,71.95833333333333,0.0,0.0,High Potassium
Bell Pepper,Sandy,29.75,45.625,0.1,0.0,Balanced NPK
Peach,Loam,26.375,62.125,7.8,0.0,Balanced NPK
Bell Pepper,Loam,21.875,88.0,2.9,1.0,Balanced NPK
Grape,Sandy,30.08333333333333,41.708333333333336,0.2,0.0,High Potassium
Strawberry,Sandy,18.33333333333333,69.75,0.0,0.0,High Potassium
Grape,Loam,26.291666666666668,66.95833333333333,7.3,0.0,Balanced NPK
Strawberry,Sandy,23.166666666666668,64.08333333333333,1.0,0.0,High Potassium
Bell Pepper,Sandy,27.95833333333333,53.458333333333336,0.0,0.0,Balanced NPK
Peach,Loam,18.916666666666668,77.5,0.1,0.0,Balanced NPK
Bell Pepper,Sandy,28.166666666666668,55.333333333333336,1.9,0.0,Balanced NPK
Corn (Maize),Loam,22.20833333333333,81.25,1.4,0.0,Balanced NPK
Cherry,Sandy,21.45833333333333,71.375,0.4,0.0,High Potassium
Grape,Sandy,21.5,67.08333333333333,0.0,0.0,High Potassium
Peach,Sandy,23.58333333333333,73.08333333333333,0.4,0.0,Balanced NPK
Apple,Sandy,29.25,39.083333333333336,0.0,0.0,Balanced NPK
Potato,Loam,20.625,96.5,3.2,1.0,Balanced NPK
Grape,Sandy,27.916666666666668,34.625,0.0,0.0,High Potassium
Apple,Loam,18.58333333333333,95.75,15.7,1.0,Balanced NPK
Peach,Sandy,23.45833333333333,44.458333333333336,0.0,0.0,Balanced NPK
Apple,Loam,20.58333333333333,76.41666666666667,0.0,0.0,Balanced NPK
Strawberry,Loam,21.625,89.79166666666667,0.0,0.0,Balanced NPK
Peach,Sandy,26.041666666666668,38.79166666666666,0.0,0.0,Balanced NPK
Strawberry,Loam,23.20833333333333,75.16666666666667,5.6,1.0,Balanced NPK
Apple,Sandy,22.375,42.66666666666666,0.0,0.0,Balanced NPK
Cherry,Sandy,27.83333333333333,53.875,0.5,0.0,High Potassium
Potato,Loam,24.0,74.5,4.3,1.0,Balanced NPK
Cherry,Loam,26.416666666666668,68.25,5.8,0.0,Balanced NPK
Peach,Sandy,26.875,28.125,0.0,0.0,Balanced NPK
Tomato,Loam,22.041666666666668,87.54166666666667,3.8,1.0,Balanced NPK
Peach,Sandy,20.08333333333333,54.91666666666666,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,25.416666666666668,27.125,0.0,0.0,Balanced NPK
Tomato,Sandy,24.291666666666668,64.83333333333333,2.8,0.0,High Potassium
Corn (Maize),Sandy,20.25,72.45833333333333,0.0,0.0,Balanced NPK
Peach,Sandy,22.75,40.958333333333336,0.0,0.0,Balanced NPK
Strawberry,Sandy,22.875,50.958333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,22.45833333333333,70.83333333333333,0.0,0.0,Balanced NPK
Grape,Loam,24.625,77.33333333333333,10.6,1.0,Balanced NPK
Tomato,Sandy,20.58333333333333,50.958333333333336,0.0,0.0,High Potassium
Potato,Sandy,23.625,74.25,2.4,1.0,Organic Compost
Apple,Sandy,23.166666666666668,66.75,0.0,0.0,Balanced NPK
Grape,Loam,22.33333333333333,81.16666666666667,0.1,0.0,Balanced NPK
Apple,Sandy,24.041666666666668,71.375,0.6,0.0,Balanced NPK
Grape,Sandy,23.625,74.75,0.7,0.0,High Potassium
Potato,Sandy,19.83333333333333,74.08333333333333,0.0,0.0,High Potassium
Grape,Loam,23.625,72.20833333333333,5.9,1.0,Balanced NPK
Peach,Sandy,23.916666666666668,60.29166666666666,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,27.916666666666668,42.79166666666666,0.0,0.0,Balanced NPK
Potato,Sandy,24.166666666666668,40.625,0.0,0.0,High Potassium
Cherry,Sandy,23.541666666666668,74.54166666666667,2.1,1.0,Organic Compost
Potato,Loam,22.45833333333333,79.91666666666667,0.1,0.0,Balanced NPK
Bell Pepper,Sandy,19.291666666666668,68.33333333333333,0.0,0.0,Balanced NPK
Apple,Sandy,31.08333333333333,34.083333333333336,0.0,0.0,Balanced NPK
Potato,Loam,21.83333333333333,85.70833333333333,0.0,0.0,Balanced NPK
Strawberry,Loam,21.416666666666668,86.0,10.7,1.0,Balanced NPK
Tomato,Sandy,24.625,69.16666666666667,1.1,0.0,High Potassium
Corn (Maize),Sandy,23.70833333333333,64.5,0.0,0.0,Balanced NPK
Cherry,Sandy,25.83333333333333,54.625,0.0,0.0,High Potassium
Bell Pepper,Sandy,25.166666666666668,69.04166666666667,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,27.666666666666668,51.958333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,25.25,46.083333333333336,0.0,1.0,Organic Compost
Tomato,Sandy,21.375,51.04166666666666,0.0,0.0,High Potassium
Corn (Maize),Sandy,21.791666666666668,57.91666666666666,0.0,0.0,Balanced NPK
Apple,Loam,22.5,81.20833333333333,6.6,1.0,Balanced NPK
Corn (Maize),Sandy,24.25,69.25,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,30.791666666666668,35.916666666666664,0.2,0.0,Balanced NPK
Corn (Maize),Sandy,29.25,40.833333333333336,0.6000000000000001,0.0,Balanced NPK
Cherry,Sandy,29.20833333333333,36.458333333333336,0.0,0.0,High Potassium
Peach,Sandy,25.25,65.5,0.0,1.0,Organic Compost
Corn (Maize),Sandy,26.08333333333333,39.833333333333336,0.0,0.0,Balanced NPK
Peach,Sandy,18.5,70.45833333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,26.25,59.91666666666666,0.2,0.0,Balanced NPK
Peach,Loam,25.0,72.95833333333333,8.4,1.0,Balanced NPK
Potato,Sandy,25.291666666666668,41.04166666666666,0.0,0.0,High Potassium
Peach,Sandy,26.25,59.833333333333336,2.7,0.0,Balanced NPK
Bell Pepper,Sandy,20.08333333333333,62.66666666666666,0.0,0.0,Balanced NPK
Strawberry,Sandy,28.25,45.583333333333336,0.9,0.0,High Potassium
Corn (Maize),Sandy,27.166666666666668,62.708333333333336,0.9,0.0,Balanced NPK
Corn (Maize),Sandy,25.75,66.08333333333333,4.3,0.0,Balanced NPK
Cherry,Sandy,21.0,63.208333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,25.20833333333333,39.458333333333336,0.0,0.0,Balanced NPK
Cherry,Sandy,20.20833333333333,58.833333333333336,0.0,0.0,High Potassium
Peach,Sandy,23.5,71.25,0.0,0.0,Balanced NPK
Corn (Maize),Loam,21.541666666666668,94.79166666666669,10.3,1.0,Balanced NPK
Corn (Maize),Loam,22.666666666666668,81.20833333333333,2.5,1.0,Balanced NPK
Cherry,Clay,23.291666666666668,83.29166666666667,44.7,1.0,Balanced NPK
Apple,Sandy,23.375,73.66666666666667,0.4,0.0,Balanced NPK
Corn (Maize),Sandy,22.95833333333333,73.20833333333333,0.0,0.0,Balanced NPK
Grape,Sandy,25.791666666666668,70.375,3.3,1.0,Organic Compost
Potato,Loam,23.5,86.41666666666667,3.5,1.0,Balanced NPK
Apple,Sandy,22.83333333333333,79.66666666666667,0.0,0.0,Balanced NPK
Strawberry,Sandy,30.875,45.833333333333336,0.7000000000000001,0.0,High Potassium
Bell Pepper,Loam,25.166666666666668,67.58333333333333,5.4,0.0,Balanced NPK
Apple,Sandy,24.20833333333333,71.79166666666667,0.3,0.0,Balanced NPK
Potato,Sandy,20.166666666666668,54.125,0.0,0.0,High Potassium
Corn (Maize),Sandy,21.416666666666668,73.41666666666667,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.875,68.83333333333333,0.0,0.0,Balanced NPK
Grape,Sandy,28.666666666666668,54.125,0.2,0.0,High Potassium
Peach,Sandy,23.166666666666668,65.70833333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,20.791666666666668,75.125,0.0,0.0,Balanced NPK
Cherry,Loam,22.5,88.33333333333333,2.6,1.0,Balanced NPK
Bell Pepper,Sandy,25.83333333333333,44.79166666666666,0.0,0.0,Balanced NPK
Cherry,Sandy,22.75,56.41666666666666,0.0,0.0,High Potassium
Tomato,Sandy,26.0,31.791666666666668,0.0,0.0,High Potassium
Apple,Sandy,28.375,32.125,0.0,0.0,Balanced NPK
Strawberry,Sandy,21.33333333333333,60.333333333333336,0.0,0.0,High Potassium
Apple,Sandy,26.25,27.58333333333333,0.0,0.0,Balanced NPK
Strawberry,Sandy,24.95833333333333,73.54166666666667,1.2,0.0,High Potassium
Tomato,Loam,21.08333333333333,91.91666666666669,4.9,1.0,Balanced NPK
Strawberry,Sandy,22.83333333333333,79.66666666666667,0.0,0.0,High Potassium
Tomato,Sandy,19.45833333333333,66.625,0.0,0.0,High Potassium
Tomato,Loam,22.625,85.625,5.8,1.0,Balanced NPK
Cherry,Sandy,23.041666666666668,71.58333333333333,0.0,0.0,High Potassium
Grape,Loam,24.375,71.125,8.200000000000001,1.0,Balanced NPK
Bell Pepper,Sandy,20.33333333333333,55.0,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,26.666666666666668,58.083333333333336,0.8,0.0,Balanced NPK
Corn (Maize),Loam,23.08333333333333,81.75,16.6,1.0,Balanced NPK
Grape,Loam,20.916666666666668,94.16666666666669,5.9,1.0,Balanced NPK
Corn (Maize),Sandy,25.041666666666668,51.79166666666666,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,28.125,25.0,0.0,1.0,Organic Compost
Apple,Sandy,24.166666666666668,69.625,0.3,0.0,Balanced NPK
Apple,Loam,19.125,81.08333333333333,0.0,0.0,Balanced NPK
Peach,Loam,24.75,71.83333333333333,6.0,1.0,Balanced NPK
Strawberry,Loam,23.58333333333333,81.08333333333333,5.4,1.0,Balanced NPK
Bell Pepper,Loam,22.75,79.375,2.5,1.0,Balanced NPK
Potato,Sandy,24.45833333333333,70.125,0.2,0.0,High Potassium
Apple,Sandy,20.70833333333333,70.16666666666667,0.0,1.0,Organic Compost
Grape,Loam,22.0,93.625,6.3,1.0,Balanced NPK
Bell Pepper,Loam,21.916666666666668,78.875,0.1,0.0,High Potassium
Apple,Sandy,24.20833333333333,67.0,0.0,0.0,Balanced NPK
Corn (Maize),Loam,28.125,59.29166666666666,8.0,0.0,Balanced NPK
Grape,Sandy,24.125,71.25,0.0,0.0,High Potassium
Bell Pepper,Sandy,18.58333333333333,54.66666666666666,0.0,0.0,Balanced NPK
Strawberry,Sandy,21.58333333333333,54.54166666666666,0.0,0.0,High Potassium
Peach,Sandy,21.70833333333333,57.625,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,27.5,27.08333333333333,0.0,0.0,Balanced NPK
Apple,Loam,22.33333333333333,82.75,7.1,1.0,Balanced NPK
Bell Pepper,Sandy,19.75,62.208333333333336,0.0,0.0,Balanced NPK
Tomato,Sandy,26.70833333333333,58.708333333333336,0.0,0.0,High Potassium
Corn (Maize),Loam,21.625,87.0,0.9,0.0,Balanced NPK
Bell Pepper,Sandy,25.541666666666668,66.625,0.0,0.0,Balanced NPK
Tomato,Sandy,26.291666666666668,58.04166666666666,3.8,0.0,Balanced NPK
Apple,Sandy,20.041666666666668,71.875,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.625,24.75,0.0,0.0,Balanced NPK
Cherry,Sandy,22.75,59.625,0.0,0.0,High Potassium
Grape,Sandy,28.75,55.333333333333336,0.1,0.0,High Potassium
Grape,Loam,23.58333333333333,64.83333333333333,7.4,0.0,Balanced NPK
Strawberry,Sandy,29.25,49.625,0.7,1.0,Organic Compost
Corn (Maize),Sandy,27.08333333333333,56.875,1.4,0.0,Balanced NPK
Potato,Sandy,27.83333333333333,50.16666666666666,0.0,0.0,High Potassium
Grape,Loam,21.70833333333333,90.08333333333331,4.8,1.0,Balanced NPK
Strawberry,Sandy,23.541666666666668,73.16666666666667,1.8,0.0,High Potassium
Peach,Sandy,23.95833333333333,69.83333333333333,0.2,0.0,Balanced NPK
Peach,Loam,22.5,87.41666666666667,0.9,0.0,Balanced NPK
Peach,Sandy,27.041666666666668,46.458333333333336,0.0,1.0,Organic Compost
Corn (Maize),Sandy,24.791666666666668,68.25,4.0,0.0,Balanced NPK
Strawberry,Loam,22.25,82.33333333333333,2.7,1.0,Balanced NPK
Potato,Sandy,30.125,41.708333333333336,0.2,0.0,High Potassium
Potato,Sandy,25.416666666666668,68.79166666666667,0.2,0.0,High Potassium
Corn (Maize),Sandy,26.291666666666668,64.125,1.0,0.0,Balanced NPK
Tomato,Sandy,21.375,74.45833333333333,0.0,0.0,High Potassium
Tomato,Sandy,27.291666666666668,37.25,0.0,0.0,High Potassium
Grape,Sandy,22.0,54.875,0.0,1.0,Organic Compost
Peach,Loam,21.416666666666668,92.16666666666669,5.5,1.0,Balanced NPK
Apple,Sandy,28.791666666666668,55.0,1.1,1.0,Organic Compost
Potato,Loam,20.70833333333333,80.83333333333333,0.2,0.0,Balanced NPK
Strawberry,Loam,21.041666666666668,85.08333333333333,0.0,1.0,Balanced NPK
